"#sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","lab_matrix_code","analysis_location","basis","container_id","dilution_factor","prep_method","prep_date","leachate_method","leachate_date","lab_name_code","qc_level","lab_sample_id","percent_moisture","subsample_amount","subsample_amount_unit","analyst_name","instrument_id","comment","preservative","final_volume","final_volume_unit","cas_rn","chemical_name","Result_value","Result_error_delta","result_type_code","reportable_result","detect_flag","Lab_qualifiers","validator_qualifiers","interpreted_qualifiers","validated_yn","method_detection_limit","reporting_detection_limit","quantitation_limit","Result_unit","detection_limit_unit","tic_retention_time","minimum_detectable_conc","counting_error","uncertainty","critical_value","validation_level","result_comment","qc_original_conc","qc_spike_added","qc_spike_measured","qc_spike_recovery","qc_dup_original_conc","qc_dup_spike_added","qc_dup_spike_measured","qc_dup_spike_recovery","qc_rpd","qc_spike_lcl","qc_spike_ucl","qc_rpd_cl","qc_spike_status","qc_dup_spike_status","qc_rpd_status","lab_sdg"
"2009HIC0E11","Calculation","05/21/2020 20:12:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","0","mL","","","","","","","14797-55-8","NITROGEN, NITRATE (AS N)","","","TRG","Yes","N","U","","U","","","0.05","0.05","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E353.2","05/26/2020 22:43:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","","","TRG","Yes","N","U","","U","","0.0015","0.0015","0.0020","mg/l","mg/l","","0.0015","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E353.2","05/21/2020 20:12:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E351.2","05/29/2020 12:59:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-019","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","","","TRG","Yes","N","U","","U","","0.10","0.10","0.10","mg/l","mg/l","","0.10","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","6.13","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E365.1","05/26/2020 17:08:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-019","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E300.0","05/23/2020 00:59:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","","","TRG","Yes","N","U","","U","","0.4","0.4","2.0","mg/l","mg/l","","0.4","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","SM5910B","05/21/2020 21:29:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-019","","1","mL","","","","","1","mL","UV254","UV 254","-0.00100","","TRG","Yes","Y","","","","","","","","1/cm","1/cm","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","SM5310C","05/27/2020 04:05:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-020","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E365.1","05/26/2020 15:50:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-020","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","SM 2320 B","05/27/2020 16:41:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","","","TRG","Yes","N","U","","U","","1.8","1.8","2.0","mg/l","mg/l","","1.8","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E350.1","05/22/2020 19:20:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","SM5310C","05/27/2020 05:07:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E300.0","05/23/2020 01:06:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","","","TRG","Yes","N","U","","U","","0.5","0.5","2.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021","","0","mL","","","","","","","COLOR","Color, True","","","TRG","Yes","N","U","","U","","","5.0","5.0","color unit","color unit","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","SM2340B","05/28/2020 23:18:00","T","NA","initial","WS","LB","NA","","1","","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-021","","0","mL","","","","","","","HARD","HARDNESS (AS CACO3)","","","TRG","Yes","N","U","","U","","","6.62","6.62","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","Calculation","05/21/2020 20:12:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021","","0","mL","","","","","","","14797-55-8","NITROGEN, NITRATE (AS N)","","","TRG","Yes","N","U","","U","","","0.05","0.05","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E353.2","05/26/2020 22:44:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","","","TRG","Yes","N","U","","U","","0.0015","0.0015","0.0020","mg/l","mg/l","","0.0015","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E353.2","05/21/2020 20:12:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E351.2","05/29/2020 13:00:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-021","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","","","TRG","Yes","N","U","","U","","0.10","0.10","0.10","mg/l","mg/l","","0.10","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","5.96","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E365.1","05/26/2020 17:09:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-021","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E300.0","05/23/2020 01:06:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","","","TRG","Yes","N","U","","U","","0.4","0.4","2.0","mg/l","mg/l","","0.4","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","SM5910B","05/21/2020 21:29:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-021","","1","mL","","","","","1","mL","UV254","UV 254","-0.00100","","TRG","Yes","Y","","","","","","","","1/cm","1/cm","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","SM5310C","05/27/2020 06:10:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-022","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E365.1","05/26/2020 15:51:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-022","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","SM 2320 B","05/28/2020 05:44:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","64.4","","TRG","Yes","Y","","","","","1.8","","2.0","mg/l","mg/l","","1.8","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E350.1","05/22/2020 19:27:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","SM5310C","05/27/2020 07:12:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","8.2","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E300.0","05/23/2020 01:13:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","12.5","","TRG","Yes","Y","","","","","0.5","","2.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","SM10200H","05/29/2020 12:00:00","T","NA","initial","WS","LB","NA","","4","","","","","ALSRNY","quant","R2004299-023","","1000","mL","","","","","","","479-61-8","Chlorophyll A","1.95","","TRG","Yes","Y","","","","","","","0.16","ug/l","ug/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023","","0","mL","","","","","","","COLOR","Color, True","33.0","","TRG","Yes","Y","","","","","","","5.0","color unit","color unit","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","SM2340B","05/28/2020 23:21:00","T","NA","initial","WS","LB","NA","","1","","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-023","","0","mL","","","","","","","HARD","HARDNESS (AS CACO3)","69.4","","TRG","Yes","Y","","","","","","","6.62","mg/l","mg/l","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","Calculation","05/21/2020 20:09:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023","","0","mL","","","","","","","14797-55-8","NITROGEN, NITRATE (AS N)","","","TRG","Yes","N","U","","U","","","0.05","0.05","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E353.2","05/26/2020 22:46:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","","","TRG","Yes","N","U","","U","","0.0015","0.0015","0.0020","mg/l","mg/l","","0.0015","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E353.2","05/21/2020 20:09:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E351.2","05/29/2020 13:01:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-023","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","0.47","","TRG","Yes","Y","","","","","0.10","","0.10","mg/l","mg/l","","0.10","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-023","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","7.72","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E365.1","05/26/2020 17:10:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-023","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","0.0250","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E300.0","05/23/2020 01:13:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","2.1","","TRG","Yes","Y","","","","","0.4","","2.0","mg/l","mg/l","","0.4","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","SM5310C","05/27/2020 07:33:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-024","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","8.6","","TRG","Yes","Y","","","","","0.5","","1.0","mg/l","mg/l","","0.5","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E365.1","05/26/2020 15:52:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-024","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","0.0110","","TRG","Yes","Y","","","","","0.0036","","0.0050","mg/l","mg/l","","0.0036","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","SM 2320 B","05/28/2020 05:54:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","","","TRG","Yes","N","U","","U","","1.8","1.8","2.0","mg/l","mg/l","","1.8","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E350.1","05/22/2020 19:28:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","SM5310C","05/27/2020 07:54:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E300.0","05/23/2020 01:20:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","","","TRG","Yes","N","U","","U","","0.5","0.5","2.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","SM10200H","05/29/2020 12:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","1000","mL","","","","","","","479-61-8","Chlorophyll A","","","TRG","Yes","N","U","","U","","","0.040","0.040","ug/l","ug/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","0","mL","","","","","","","COLOR","Color, True","","","TRG","Yes","N","U","","U","","","5.0","5.0","color unit","color unit","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","SM2340B","05/28/2020 23:24:00","T","NA","initial","WS","LB","NA","","1","","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-027","","0","mL","","","","","","","HARD","HARDNESS (AS CACO3)","","","TRG","Yes","N","U","","U","","","6.62","6.62","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","Calculation","05/21/2020 20:10:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","0","mL","","","","","","","14797-55-8","NITROGEN, NITRATE (AS N)","","","TRG","Yes","N","U","","U","","","0.05","0.05","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E353.2","05/26/2020 22:47:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","","","TRG","Yes","N","U","","U","","0.0015","0.0015","0.0020","mg/l","mg/l","","0.0015","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E353.2","05/21/2020 20:10:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E351.2","05/29/2020 13:02:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-027","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","","","TRG","Yes","N","U","","U","","0.10","0.10","0.10","mg/l","mg/l","","0.10","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","7.00","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E365.1","05/26/2020 17:12:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-027","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E300.0","05/23/2020 01:20:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","","","TRG","Yes","N","U","","U","","0.4","0.4","2.0","mg/l","mg/l","","0.4","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","SM5910B","05/21/2020 21:29:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-027","","1","mL","","","","","1","mL","UV254","UV 254","-0.00400","","TRG","Yes","Y","","","","","","","","1/cm","1/cm","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","SM5310C","05/27/2020 08:15:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-028","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E365.1","05/26/2020 15:54:00","D","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-028","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","SM 2320 B","05/27/2020 20:40:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029","","0","mL","","","","","","","ALK","ALKALINITY, TOTAL (AS CaCO3)","","","TRG","Yes","N","U","","U","","1.8","1.8","2.0","mg/l","mg/l","","1.8","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E350.1","05/22/2020 19:29:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","7664-41-7","Nitrogen, ammonia (As N)","","","TRG","Yes","N","U","","U","","0.003","0.003","0.010","mg/l","mg/l","","0.003","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","SM5310C","05/27/2020 09:18:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029","","42","mL","","","","","42","mL","TOC","TOTAL ORGANIC CARBON","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E300.0","05/23/2020 01:27:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","16887-00-6","CHLORIDE (AS CL)","","","TRG","Yes","N","U","","U","","0.5","0.5","2.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","SM2120B","05/21/2020 16:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029","","0","mL","","","","","","","COLOR","Color, True","","","TRG","Yes","N","U","","U","","","5.0","5.0","color unit","color unit","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","SM2340B","05/28/2020 23:33:00","T","NA","initial","WS","LB","NA","","1","","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-029","","0","mL","","","","","","","HARD","HARDNESS (AS CACO3)","","","TRG","Yes","N","U","","U","","","6.62","6.62","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","Calculation","05/21/2020 20:11:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029","","0","mL","","","","","","","14797-55-8","NITROGEN, NITRATE (AS N)","","","TRG","Yes","N","U","","U","","","0.05","0.05","mg/l","mg/l","","","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E353.2","05/26/2020 22:48:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","NO3NO2N","Nitrate+Nitrite as Nitrogen","","","TRG","Yes","N","U","","U","","0.0015","0.0015","0.0020","mg/l","mg/l","","0.0015","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E353.2","05/21/2020 20:11:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","14797-65-0","NITROGEN, NITRITE","","","TRG","Yes","N","U","","U","","0.007","0.007","0.010","mg/l","mg/l","","0.007","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E351.2","05/29/2020 13:03:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/28/2020 14:52:00","","","ALSRNY","quant","R2004299-029","","20","mL","","","","","20","mL","KN","NITROGEN, KJELDAHL, TOTAL","3.07","","TRG","Yes","Y","","","","","0.10","","0.10","mg/l","mg/l","","0.10","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","SM2120B","05/27/2020 14:00:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029","","0","mL","","","","","","","PHCOLOR","pH of Color Analysis","6.28","","TRG","Yes","Y","","","","","","","","pH units","pH units","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E365.1","05/26/2020 17:13:00","T","NA","initial","WS","LB","NA","","1","METHOD","05/23/2020 10:43:00","","","ALSRNY","quant","R2004299-029","","20","mL","","","","","20","mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)","","","TRG","Yes","N","U","","U","","0.0036","0.0036","0.0050","mg/l","mg/l","","0.0036","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E300.0","05/23/2020 01:27:00","T","NA","initial","WS","LB","NA","","10","","","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","14808-79-8","SULFATE (AS SO4)","","","TRG","Yes","N","U","","U","","0.4","0.4","2.0","mg/l","mg/l","","0.4","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","SM5910B","05/21/2020 21:29:00","T","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-029","","1","mL","","","","","1","mL","UV254","UV 254","-0.00300","","TRG","Yes","Y","","","","","","","","1/cm","1/cm","","","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","SM5310C","05/27/2020 09:39:00","D","NA","initial","WS","LB","NA","","1","","","","","ALSRNY","quant","R2004299-030","","42","mL","","","","","42","mL","DOC","Carbon, Dissolved Organic (DOC)","","","TRG","Yes","N","U","","U","","0.5","0.5","1.0","mg/l","mg/l","","0.5","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
